URL,PullNo,Participants,Quality
https://github.com/tornadoweb/tornado,628,2,-0.03000000000000025
https://github.com/tornadoweb/tornado,686,3,0.010000000000000675
https://github.com/tornadoweb/tornado,723,3,0.0
https://github.com/tornadoweb/tornado,727,2,0.010000000000000675
https://github.com/tornadoweb/tornado,789,3,0.0
https://github.com/tornadoweb/tornado,790,3,0.0
https://github.com/tornadoweb/tornado,794,2,0.010000000000000675
https://github.com/tornadoweb/tornado,885,2,0.0
https://github.com/tornadoweb/tornado,907,2,0.0
https://github.com/tornadoweb/tornado,963,2,-0.009999999999999787
https://github.com/tornadoweb/tornado,980,3,-0.009999999999999787
https://github.com/tornadoweb/tornado,1021,4,-0.04999999999999982
https://github.com/tornadoweb/tornado,1023,2,0.0
https://github.com/tornadoweb/tornado,1053,4,0.009999999999999787
https://github.com/tornadoweb/tornado,1233,2,0.0
https://github.com/tornadoweb/tornado,1261,2,0.0
https://github.com/tornadoweb/tornado,1270,2,0.0
https://github.com/tornadoweb/tornado,1274,2,0.0
https://github.com/tornadoweb/tornado,1341,2,0.0
https://github.com/tornadoweb/tornado,1344,2,0.0
https://github.com/tornadoweb/tornado,1399,2,-0.040000000000000036
https://github.com/tornadoweb/tornado,1421,2,0.0
https://github.com/tornadoweb/tornado,1479,2,0.0
https://github.com/tornadoweb/tornado,1526,2,0.0
https://github.com/tornadoweb/tornado,1599,3,0.0
https://github.com/tornadoweb/tornado,1615,2,-0.009999999999999787
https://github.com/tornadoweb/tornado,1714,2,0.0
https://github.com/tornadoweb/tornado,1720,2,0.0
https://github.com/tornadoweb/tornado,1794,3,0.0
https://github.com/tornadoweb/tornado,1806,2,0.0
https://github.com/tornadoweb/tornado,1817,2,0.0
https://github.com/tornadoweb/tornado,1873,3,0.010000000000000675
https://github.com/tornadoweb/tornado,1876,3,0.0
https://github.com/tornadoweb/tornado,1917,2,0.009999999999999787
https://github.com/tornadoweb/tornado,1936,2,-0.13999999999999968
https://github.com/tornadoweb/tornado,1977,2,-0.33000000000000007
https://github.com/tornadoweb/tornado,2067,4,-0.009999999999999787
https://github.com/tornadoweb/tornado,2073,2,0.0
https://github.com/tornadoweb/tornado,2075,2,0.0
https://github.com/tornadoweb/tornado,2081,2,0.0
https://github.com/tornadoweb/tornado,2094,2,0.0
https://github.com/tornadoweb/tornado,2169,2,0.0
https://github.com/tornadoweb/tornado,2201,2,0.0
https://github.com/tornadoweb/tornado,2237,2,0.03000000000000025
https://github.com/tornadoweb/tornado,2248,2,0.0
https://github.com/tornadoweb/tornado,2330,2,0.0
https://github.com/tornadoweb/tornado,2440,2,0.0
https://github.com/tornadoweb/tornado,2678,3,0.0
https://github.com/tornadoweb/tornado,2789,5,0.0
https://github.com/tornadoweb/tornado,2805,3,0.0
https://github.com/tornadoweb/tornado,2815,3,0.8499999999999996
https://github.com/tornadoweb/tornado,2831,2,0.009999999999999787
https://github.com/tornadoweb/tornado,2924,3,0.0
https://github.com/tornadoweb/tornado,2970,2,0.0
https://github.com/tornadoweb/tornado,2974,4,0.0
